"which_localization"	"ensembl_gene_id_version"	"percentage_gene_gc_content"	"gene_biotype"	"tmhmm"
"50531"	"non-localized"	"ENSG00000269391.1"	NA	NA	NA
"50532"	"cytosol"	"ENSG00000269392.1"	NA	NA	NA
"50533"	"nucleus"	"ENSG00000269397.1"	NA	NA	NA
"50534"	"nucleus"	"ENSG00000269399.2"	NA	NA	NA
"50535"	"cytosol"	"ENSG00000269400.1"	NA	NA	NA
"50536"	"nucleus"	"ENSG00000269403.1"	53.58	"protein_coding"	""
"50537"	"cytosol"	"ENSG00000269404.6"	NA	NA	NA
"50538"	"cytosol"	"ENSG00000269405.6"	NA	NA	NA
"50539"	"nucleus"	"ENSG00000269416.5"	NA	NA	NA
"50540"	"non-localized"	"ENSG00000269419.1"	NA	NA	NA
"50541"	"non-localized"	"ENSG00000269420.5"	NA	NA	NA
"50542"	"cytosol"	"ENSG00000269421.1"	NA	NA	NA
"50543"	"non-localized"	"ENSG00000269425.1"	NA	NA	NA
"50544"	"non-localized"	"ENSG00000269427.1"	NA	NA	NA
"50545"	"non-localized"	"ENSG00000269431.1"	NA	NA	NA
"50546"	"non-localized"	"ENSG00000269433.3"	53.18	"protein_coding"	"TMhelix"
"50547"	"cytosol"	"ENSG00000269437.6"	NA	NA	NA
"50548"	"nucleus"	"ENSG00000269439.5"	NA	NA	NA
"50549"	"cytosol"	"ENSG00000269444.1"	NA	NA	NA
"50550"	"non-localized"	"ENSG00000269445.1"	NA	NA	NA
"50551"	"cytosol"	"ENSG00000269446.2"	NA	NA	NA
"50552"	"non-localized"	"ENSG00000269458.1"	NA	NA	NA
"50553"	"non-localized"	"ENSG00000269460.1"	NA	NA	NA
"50554"	"cytosol"	"ENSG00000269463.1"	NA	NA	NA
"50555"	"non-localized"	"ENSG00000269466.2"	NA	NA	NA
"50556"	"cytosol"	"ENSG00000269469.1"	55.95	"protein_coding"	""
"50557"	"non-localized"	"ENSG00000269471.1"	NA	NA	NA
"50558"	"nucleus"	"ENSG00000269473.1"	NA	NA	NA
"50559"	"non-localized"	"ENSG00000269475.2"	NA	NA	NA
"50560"	"nucleus"	"ENSG00000269476.1"	45.93	"protein_coding"	""
"50561"	"non-localized"	"ENSG00000269480.1"	NA	NA	NA
"50562"	"cytosol"	"ENSG00000269481.1"	NA	NA	NA
"50563"	"cytosol"	"ENSG00000269482.1"	NA	NA	NA
"50564"	"cytosol"	"ENSG00000269486.2"	NA	NA	NA
"50565"	"non-localized"	"ENSG00000269487.1"	NA	NA	NA
"50566"	"cytosol"	"ENSG00000269489.1"	NA	NA	NA
"50567"	"non-localized"	"ENSG00000269495.1"	NA	NA	NA
"50568"	"non-localized"	"ENSG00000269502.5"	44.14	"protein_coding"	""
"50569"	"non-localized"	"ENSG00000269504.1"	NA	NA	NA
"50570"	"non-localized"	"ENSG00000269505.2"	NA	NA	NA
"50571"	"non-localized"	"ENSG00000269506.2"	NA	NA	NA
"50572"	"non-localized"	"ENSG00000269509.1"	NA	NA	NA
"50573"	"nucleus"	"ENSG00000269514.1"	NA	NA	NA
"50574"	"nucleus"	"ENSG00000269516.6"	NA	NA	NA
"50575"	"non-localized"	"ENSG00000269519.1"	NA	NA	NA
"50576"	"cytosol"	"ENSG00000269524.1"	NA	NA	NA
"50577"	"cytosol"	"ENSG00000269526.1"	47	"protein_coding"	""
"50578"	"cytosol"	"ENSG00000269533.5"	46.3	"protein_coding"	""
"50579"	"non-localized"	"ENSG00000269534.5"	NA	NA	NA
"50580"	"non-localized"	"ENSG00000269535.1"	NA	NA	NA
"50581"	"non-localized"	"ENSG00000269540.1"	NA	NA	NA
"50582"	"non-localized"	"ENSG00000269543.5"	NA	NA	NA
"50583"	"non-localized"	"ENSG00000269546.1"	NA	NA	NA
"50584"	"non-localized"	"ENSG00000269547.1"	51.61	"protein_coding"	""
"50585"	"non-localized"	"ENSG00000269552.1"	NA	NA	NA
"50586"	"cytosol"	"ENSG00000269553.1"	NA	NA	NA
"50587"	"nucleus"	"ENSG00000269556.7"	NA	NA	NA
"50588"	"nucleus"	"ENSG00000269559.2"	NA	NA	NA
"50589"	"nucleus"	"ENSG00000269560.1"	NA	NA	NA
"50590"	"non-localized"	"ENSG00000269564.1"	NA	NA	NA
"50591"	"non-localized"	"ENSG00000269565.1"	NA	NA	NA
"50592"	"cytosol"	"ENSG00000269570.2"	NA	NA	NA
"50593"	"non-localized"	"ENSG00000269575.1"	NA	NA	NA
"50594"	"non-localized"	"ENSG00000269576.1"	NA	NA	NA
"50595"	"cytosol"	"ENSG00000269578.1"	NA	NA	NA
"50596"	"cytosol"	"ENSG00000269580.2"	NA	NA	NA
"50597"	"nucleus"	"ENSG00000269583.1"	NA	NA	NA
"50598"	"cytosol"	"ENSG00000269584.1"	NA	NA	NA
"50599"	"nucleus"	"ENSG00000269586.7"	42.93	"protein_coding"	""
"50600"	"non-localized"	"ENSG00000269588.1"	NA	NA	NA
"50601"	"cytosol"	"ENSG00000269590.1"	56.41	"protein_coding"	""
"50602"	"non-localized"	"ENSG00000269599.1"	NA	NA	NA
"50603"	"nucleus"	"ENSG00000269600.1"	NA	NA	NA
"50604"	"nucleus"	"ENSG00000269604.1"	NA	NA	NA
"50605"	"non-localized"	"ENSG00000269608.1"	NA	NA	NA
"50606"	"nucleus"	"ENSG00000269609.5"	NA	NA	NA
"50607"	"non-localized"	"ENSG00000269615.1"	NA	NA	NA
"50608"	"non-localized"	"ENSG00000269621.1"	NA	NA	NA
"50609"	"non-localized"	"ENSG00000269622.1"	NA	NA	NA
"50610"	"non-localized"	"ENSG00000269635.1"	NA	NA	NA
"50611"	"cytosol"	"ENSG00000269637.1"	NA	NA	NA
"50612"	"cytosol"	"ENSG00000269646.1"	NA	NA	NA
"50613"	"non-localized"	"ENSG00000269651.1"	NA	NA	NA
"50614"	"non-localized"	"ENSG00000269652.1"	NA	NA	NA
"50615"	"nucleus"	"ENSG00000269653.1"	NA	NA	NA
"50616"	"non-localized"	"ENSG00000269656.1"	NA	NA	NA
"50617"	"non-localized"	"ENSG00000269662.1"	NA	NA	NA
"50618"	"non-localized"	"ENSG00000269667.1"	NA	NA	NA
"50619"	"non-localized"	"ENSG00000269678.1"	NA	NA	NA
"50620"	"cytosol"	"ENSG00000269680.1"	NA	NA	NA
"50621"	"non-localized"	"ENSG00000269681.1"	NA	NA	NA
"50622"	"cytosol"	"ENSG00000269688.1"	NA	NA	NA
"50623"	"non-localized"	"ENSG00000269692.1"	NA	NA	NA
"50624"	"nucleus"	"ENSG00000269693.1"	46.19	"protein_coding"	""
"50625"	"non-localized"	"ENSG00000269694.1"	NA	NA	NA
"50626"	"non-localized"	"ENSG00000269696.1"	NA	NA	NA
"50627"	"non-localized"	"ENSG00000269699.5"	NA	NA	NA
"50628"	"non-localized"	"ENSG00000269706.1"	NA	NA	NA
"50629"	"non-localized"	"ENSG00000269707.1"	NA	NA	NA
"50630"	"non-localized"	"ENSG00000269711.1"	61.14	"protein_coding"	""
"50631"	"cytosol"	"ENSG00000269713.7"	43.51	"protein_coding"	""
"50632"	"cytosol"	"ENSG00000269720.2"	57.59	"protein_coding"	"TMhelix"
"50633"	"non-localized"	"ENSG00000269729.1"	NA	NA	NA
"50634"	"non-localized"	"ENSG00000269732.1"	NA	NA	NA
"50635"	"non-localized"	"ENSG00000269736.1"	NA	NA	NA
"50636"	"cytosol"	"ENSG00000269737.2"	NA	NA	NA
"50637"	"nucleus"	"ENSG00000269741.5"	51.28	"protein_coding"	""
"50638"	"non-localized"	"ENSG00000269742.1"	NA	NA	NA
"50639"	"nucleus"	"ENSG00000269743.2"	NA	NA	NA
"50640"	"non-localized"	"ENSG00000269745.1"	NA	NA	NA
"50641"	"nucleus"	"ENSG00000269749.1"	NA	NA	NA
"50642"	"non-localized"	"ENSG00000269752.1"	NA	NA	NA
"50643"	"nucleus"	"ENSG00000269755.1"	42.83	"protein_coding"	""
"50644"	"cytosol"	"ENSG00000269758.1"	NA	NA	NA
"50645"	"nucleus"	"ENSG00000269761.1"	NA	NA	NA
"50646"	"non-localized"	"ENSG00000269763.1"	NA	NA	NA
"50647"	"non-localized"	"ENSG00000269765.2"	NA	NA	NA
"50648"	"non-localized"	"ENSG00000269776.1"	NA	NA	NA
"50649"	"non-localized"	"ENSG00000269779.1"	NA	NA	NA
"50650"	"non-localized"	"ENSG00000269782.1"	NA	NA	NA
"50651"	"non-localized"	"ENSG00000269786.1"	NA	NA	NA
"50652"	"non-localized"	"ENSG00000269787.2"	NA	NA	NA
"50653"	"nucleus"	"ENSG00000269791.5"	44.94	"protein_coding"	""
"50654"	"non-localized"	"ENSG00000269792.1"	NA	NA	NA
"50655"	"non-localized"	"ENSG00000269793.6"	NA	NA	NA
"50656"	"cytosol"	"ENSG00000269794.1"	NA	NA	NA
"50657"	"non-localized"	"ENSG00000269796.1"	NA	NA	NA
"50658"	"non-localized"	"ENSG00000269799.1"	NA	NA	NA
"50659"	"non-localized"	"ENSG00000269800.1"	NA	NA	NA
"50660"	"non-localized"	"ENSG00000269802.1"	NA	NA	NA
"50661"	"non-localized"	"ENSG00000269806.1"	NA	NA	NA
"50662"	"non-localized"	"ENSG00000269807.1"	NA	NA	NA
"50663"	"non-localized"	"ENSG00000269811.2"	NA	NA	NA
"50664"	"non-localized"	"ENSG00000269813.1"	NA	NA	NA
"50665"	"nucleus"	"ENSG00000269814.1"	NA	NA	NA
"50666"	"nucleus"	"ENSG00000269815.1"	NA	NA	NA
"50667"	"cytosol"	"ENSG00000269821.1"	NA	NA	NA
"50668"	"nucleus"	"ENSG00000269825.1"	NA	NA	NA
"50669"	"non-localized"	"ENSG00000269826.1"	NA	NA	NA
"50670"	"non-localized"	"ENSG00000269833.2"	NA	NA	NA
"50671"	"nucleus"	"ENSG00000269834.5"	NA	NA	NA
"50672"	"non-localized"	"ENSG00000269836.1"	NA	NA	NA
"50673"	"nucleus"	"ENSG00000269837.1"	NA	NA	NA
"50674"	"non-localized"	"ENSG00000269839.1"	NA	NA	NA
"50675"	"cytosol"	"ENSG00000269842.5"	NA	NA	NA
"50676"	"non-localized"	"ENSG00000269843.1"	NA	NA	NA
"50677"	"non-localized"	"ENSG00000269845.1"	NA	NA	NA
"50678"	"nucleus"	"ENSG00000269846.1"	NA	NA	NA
"50679"	"non-localized"	"ENSG00000269848.1"	NA	NA	NA
"50680"	"cytosol"	"ENSG00000269855.2"	75.96	"protein_coding"	"TMhelix"
"50681"	"nucleus"	"ENSG00000269858.5"	NA	NA	NA
"50682"	"cytosol"	"ENSG00000269859.1"	NA	NA	NA
"50683"	"cytosol"	"ENSG00000269867.1"	NA	NA	NA
"50684"	"cytosol"	"ENSG00000269873.1"	NA	NA	NA
"50685"	"non-localized"	"ENSG00000269877.3"	NA	NA	NA
"50686"	"nucleus"	"ENSG00000269881.1"	NA	NA	NA
"50687"	"non-localized"	"ENSG00000269883.1"	NA	NA	NA
"50688"	"non-localized"	"ENSG00000269885.1"	NA	NA	NA
"50689"	"non-localized"	"ENSG00000269886.1"	NA	NA	NA
"50690"	"non-localized"	"ENSG00000269887.1"	NA	NA	NA
"50691"	"non-localized"	"ENSG00000269888.1"	NA	NA	NA
"50692"	"non-localized"	"ENSG00000269889.1"	NA	NA	NA
"50693"	"cytosol"	"ENSG00000269890.1"	NA	NA	NA
"50694"	"nucleus"	"ENSG00000269891.2"	45.99	"protein_coding"	""
"50695"	"cytosol"	"ENSG00000269892.1"	NA	NA	NA
"50696"	"nucleus"	"ENSG00000269893.6"	NA	NA	NA
"50697"	"cytosol"	"ENSG00000269894.1"	NA	NA	NA
"50698"	"non-localized"	"ENSG00000269895.1"	NA	NA	NA
"50699"	"cytosol"	"ENSG00000269896.2"	NA	NA	NA
"50700"	"nucleus"	"ENSG00000269897.5"	44.07	"protein_coding"	""
"50701"	"non-localized"	"ENSG00000269898.1"	NA	NA	NA
"50702"	"cytosol"	"ENSG00000269899.1"	NA	NA	NA
"50703"	"cytosol"	"ENSG00000269900.3"	NA	NA	NA
"50704"	"non-localized"	"ENSG00000269901.1"	NA	NA	NA
"50705"	"cytosol"	"ENSG00000269902.1"	NA	NA	NA
"50706"	"nucleus"	"ENSG00000269903.1"	NA	NA	NA
"50707"	"non-localized"	"ENSG00000269904.2"	NA	NA	NA
"50708"	"cytosol"	"ENSG00000269906.1"	NA	NA	NA
"50709"	"non-localized"	"ENSG00000269907.1"	NA	NA	NA
"50710"	"cytosol"	"ENSG00000269910.1"	NA	NA	NA
"50711"	"non-localized"	"ENSG00000269911.1"	NA	NA	NA
"50712"	"non-localized"	"ENSG00000269915.1"	NA	NA	NA
"50713"	"non-localized"	"ENSG00000269916.1"	NA	NA	NA
"50714"	"cytosol"	"ENSG00000269918.1"	NA	NA	NA
"50715"	"cytosol"	"ENSG00000269919.1"	NA	NA	NA
"50716"	"cytosol"	"ENSG00000269921.1"	NA	NA	NA
"50717"	"cytosol"	"ENSG00000269924.1"	NA	NA	NA
"50718"	"cytosol"	"ENSG00000269925.1"	NA	NA	NA
"50719"	"non-localized"	"ENSG00000269926.1"	NA	NA	NA
"50720"	"non-localized"	"ENSG00000269927.1"	NA	NA	NA
"50721"	"nucleus"	"ENSG00000269929.1"	NA	NA	NA
"50722"	"cytosol"	"ENSG00000269930.1"	NA	NA	NA
"50723"	"non-localized"	"ENSG00000269931.1"	NA	NA	NA
"50724"	"cytosol"	"ENSG00000269933.1"	NA	NA	NA
"50725"	"cytosol"	"ENSG00000269934.1"	NA	NA	NA
"50726"	"non-localized"	"ENSG00000269935.1"	NA	NA	NA
"50727"	"cytosol"	"ENSG00000269937.1"	NA	NA	NA
"50728"	"cytosol"	"ENSG00000269938.1"	NA	NA	NA
"50729"	"nucleus"	"ENSG00000269939.1"	NA	NA	NA
"50730"	"cytosol"	"ENSG00000269940.1"	NA	NA	NA
"50731"	"non-localized"	"ENSG00000269944.1"	NA	NA	NA
"50732"	"non-localized"	"ENSG00000269945.1"	NA	NA	NA
"50733"	"non-localized"	"ENSG00000269946.1"	NA	NA	NA
"50734"	"cytosol"	"ENSG00000269947.1"	NA	NA	NA
"50735"	"non-localized"	"ENSG00000269949.1"	NA	NA	NA
"50736"	"non-localized"	"ENSG00000269950.1"	NA	NA	NA
"50737"	"cytosol"	"ENSG00000269951.1"	NA	NA	NA
"50738"	"cytosol"	"ENSG00000269952.1"	NA	NA	NA
"50739"	"non-localized"	"ENSG00000269954.1"	NA	NA	NA
"50740"	"cytosol"	"ENSG00000269955.2"	40.23	"protein_coding"	""
"50741"	"cytosol"	"ENSG00000269956.1"	NA	NA	NA
"50742"	"non-localized"	"ENSG00000269957.5"	NA	NA	NA
"50743"	"nucleus"	"ENSG00000269958.1"	NA	NA	NA
"50744"	"cytosol"	"ENSG00000269959.1"	NA	NA	NA
"50745"	"cytosol"	"ENSG00000269961.1"	NA	NA	NA
"50746"	"non-localized"	"ENSG00000269964.2"	NA	NA	NA
"50747"	"non-localized"	"ENSG00000269966.1"	NA	NA	NA
"50748"	"cytosol"	"ENSG00000269967.1"	NA	NA	NA
"50749"	"nucleus"	"ENSG00000269968.1"	NA	NA	NA
"50750"	"cytosol"	"ENSG00000269970.1"	NA	NA	NA
"50751"	"non-localized"	"ENSG00000269971.1"	NA	NA	NA
"50752"	"non-localized"	"ENSG00000269972.1"	NA	NA	NA
"50753"	"nucleus"	"ENSG00000269973.1"	NA	NA	NA
"50754"	"cytosol"	"ENSG00000269974.1"	NA	NA	NA
"50755"	"nucleus"	"ENSG00000269976.1"	NA	NA	NA
"50756"	"cytosol"	"ENSG00000269978.1"	NA	NA	NA
"50757"	"nucleus"	"ENSG00000269980.1"	NA	NA	NA
"50758"	"cytosol"	"ENSG00000269981.1"	NA	NA	NA
"50759"	"cytosol"	"ENSG00000269982.1"	NA	NA	NA
"50760"	"nucleus"	"ENSG00000269983.1"	NA	NA	NA
"50761"	"cytosol"	"ENSG00000269984.1"	NA	NA	NA
"50762"	"non-localized"	"ENSG00000269985.1"	NA	NA	NA
"50763"	"non-localized"	"ENSG00000269986.1"	NA	NA	NA
"50764"	"non-localized"	"ENSG00000269987.1"	NA	NA	NA
"50765"	"non-localized"	"ENSG00000269989.1"	NA	NA	NA
"50766"	"nucleus"	"ENSG00000269993.1"	NA	NA	NA
"50767"	"nucleus"	"ENSG00000269994.1"	NA	NA	NA
"50768"	"cytosol"	"ENSG00000269997.1"	NA	NA	NA
"50769"	"non-localized"	"ENSG00000269998.1"	NA	NA	NA
"50770"	"non-localized"	"ENSG00000270000.1"	NA	NA	NA
"50771"	"cytosol"	"ENSG00000270001.1"	NA	NA	NA
"50772"	"non-localized"	"ENSG00000270002.1"	NA	NA	NA
"50773"	"nucleus"	"ENSG00000270006.2"	NA	NA	NA
"50774"	"non-localized"	"ENSG00000270008.1"	NA	NA	NA
"50775"	"cytosol"	"ENSG00000270011.6"	NA	NA	NA
"50776"	"cytosol"	"ENSG00000270012.1"	NA	NA	NA
"50777"	"cytosol"	"ENSG00000270015.1"	NA	NA	NA
"50778"	"cytosol"	"ENSG00000270016.1"	NA	NA	NA
"50779"	"non-localized"	"ENSG00000270017.1"	NA	NA	NA
"50780"	"cytosol"	"ENSG00000270019.1"	NA	NA	NA
"50781"	"cytosol"	"ENSG00000270020.1"	NA	NA	NA
"50782"	"nucleus"	"ENSG00000270021.1"	NA	NA	NA
"50783"	"cytosol"	"ENSG00000270022.3"	NA	NA	NA
"50784"	"nucleus"	"ENSG00000270024.5"	NA	NA	NA
"50785"	"nucleus"	"ENSG00000270025.2"	NA	NA	NA
"50786"	"nucleus"	"ENSG00000270028.1"	NA	NA	NA
"50787"	"nucleus"	"ENSG00000270030.1"	NA	NA	NA
"50788"	"cytosol"	"ENSG00000270031.1"	NA	NA	NA
"50789"	"non-localized"	"ENSG00000270033.1"	NA	NA	NA
"50790"	"cytosol"	"ENSG00000270035.1"	NA	NA	NA
"50791"	"cytosol"	"ENSG00000270036.1"	NA	NA	NA
"50792"	"nucleus"	"ENSG00000270038.1"	NA	NA	NA
"50793"	"nucleus"	"ENSG00000270039.1"	NA	NA	NA
"50794"	"cytosol"	"ENSG00000270040.1"	NA	NA	NA
"50795"	"cytosol"	"ENSG00000270048.1"	NA	NA	NA
"50796"	"nucleus"	"ENSG00000270049.2"	NA	NA	NA
"50797"	"non-localized"	"ENSG00000270050.1"	NA	NA	NA
"50798"	"nucleus"	"ENSG00000270052.1"	NA	NA	NA
"50799"	"cytosol"	"ENSG00000270055.1"	NA	NA	NA
"50800"	"non-localized"	"ENSG00000270058.1"	NA	NA	NA
"50801"	"cytosol"	"ENSG00000270059.1"	NA	NA	NA
"50802"	"cytosol"	"ENSG00000270060.1"	NA	NA	NA
"50803"	"cytosol"	"ENSG00000270061.1"	NA	NA	NA
"50804"	"non-localized"	"ENSG00000270062.1"	NA	NA	NA
"50805"	"cytosol"	"ENSG00000270066.3"	NA	NA	NA
"50806"	"nucleus"	"ENSG00000270067.1"	NA	NA	NA
"50807"	"non-localized"	"ENSG00000270068.1"	NA	NA	NA
"50808"	"cytosol"	"ENSG00000270069.1"	NA	NA	NA
"50809"	"non-localized"	"ENSG00000270071.1"	NA	NA	NA
"50810"	"non-localized"	"ENSG00000270072.1"	NA	NA	NA
"50811"	"non-localized"	"ENSG00000270073.1"	NA	NA	NA
"50812"	"non-localized"	"ENSG00000270074.1"	NA	NA	NA
"50813"	"non-localized"	"ENSG00000270075.1"	NA	NA	NA
"50814"	"non-localized"	"ENSG00000270076.1"	NA	NA	NA
"50815"	"cytosol"	"ENSG00000270077.1"	NA	NA	NA
"50816"	"non-localized"	"ENSG00000270082.1"	NA	NA	NA
"50817"	"cytosol"	"ENSG00000270083.1"	NA	NA	NA
"50818"	"cytosol"	"ENSG00000270084.1"	NA	NA	NA
"50819"	"non-localized"	"ENSG00000270087.5"	NA	NA	NA
"50820"	"cytosol"	"ENSG00000270090.5"	NA	NA	NA
"50821"	"nucleus"	"ENSG00000270091.1"	NA	NA	NA
"50822"	"non-localized"	"ENSG00000270093.1"	NA	NA	NA
"50823"	"non-localized"	"ENSG00000270094.1"	NA	NA	NA
"50824"	"cytosol"	"ENSG00000270095.1"	NA	NA	NA
"50825"	"cytosol"	"ENSG00000270096.1"	NA	NA	NA
"50826"	"non-localized"	"ENSG00000270098.1"	NA	NA	NA
"50827"	"non-localized"	"ENSG00000270099.1"	39.76	"protein_coding"	""
"50828"	"cytosol"	"ENSG00000270100.1"	NA	NA	NA
"50829"	"cytosol"	"ENSG00000270103.3"	NA	NA	NA
"50830"	"cytosol"	"ENSG00000270104.1"	NA	NA	NA
"50831"	"nucleus"	"ENSG00000270105.1"	NA	NA	NA
"50832"	"nucleus"	"ENSG00000270106.5"	NA	NA	NA
"50833"	"cytosol"	"ENSG00000270108.1"	NA	NA	NA
"50834"	"non-localized"	"ENSG00000270110.1"	NA	NA	NA
"50835"	"non-localized"	"ENSG00000270111.2"	NA	NA	NA
"50836"	"non-localized"	"ENSG00000270112.3"	NA	NA	NA
"50837"	"non-localized"	"ENSG00000270114.1"	NA	NA	NA
"50838"	"cytosol"	"ENSG00000270115.1"	NA	NA	NA
"50839"	"cytosol"	"ENSG00000270116.1"	NA	NA	NA
"50840"	"cytosol"	"ENSG00000270117.1"	NA	NA	NA
"50841"	"cytosol"	"ENSG00000270118.1"	NA	NA	NA
"50842"	"non-localized"	"ENSG00000270120.1"	NA	NA	NA
"50843"	"cytosol"	"ENSG00000270123.3"	NA	NA	NA
"50844"	"non-localized"	"ENSG00000270124.1"	NA	NA	NA
"50845"	"cytosol"	"ENSG00000270127.2"	NA	NA	NA
"50846"	"cytosol"	"ENSG00000270130.1"	NA	NA	NA
"50847"	"non-localized"	"ENSG00000270131.1"	NA	NA	NA
"50848"	"non-localized"	"ENSG00000270132.1"	NA	NA	NA
"50849"	"non-localized"	"ENSG00000270133.1"	NA	NA	NA
"50850"	"nucleus"	"ENSG00000270135.1"	NA	NA	NA
"50851"	"nucleus"	"ENSG00000270136.5"	NA	NA	NA
"50852"	"cytosol"	"ENSG00000270137.1"	NA	NA	NA
"50853"	"non-localized"	"ENSG00000270139.1"	NA	NA	NA
"50854"	"cytosol"	"ENSG00000270140.1"	NA	NA	NA
"50855"	"cytosol"	"ENSG00000270141.3"	NA	NA	NA
"50856"	"cytosol"	"ENSG00000270147.1"	NA	NA	NA
"50857"	"nucleus"	"ENSG00000270149.5"	47.37	"protein_coding"	""
"50858"	"nucleus"	"ENSG00000270154.1"	NA	NA	NA
"50859"	"cytosol"	"ENSG00000270157.1"	NA	NA	NA
"50860"	"non-localized"	"ENSG00000270159.1"	NA	NA	NA
"50861"	"cytosol"	"ENSG00000270160.1"	NA	NA	NA
"50862"	"cytosol"	"ENSG00000270164.1"	NA	NA	NA
"50863"	"cytosol"	"ENSG00000270165.1"	NA	NA	NA
"50864"	"non-localized"	"ENSG00000270166.1"	NA	NA	NA
"50865"	"cytosol"	"ENSG00000270168.2"	NA	NA	NA
"50866"	"nucleus"	"ENSG00000270170.1"	NA	NA	NA
"50867"	"cytosol"	"ENSG00000270171.1"	NA	NA	NA
"50868"	"non-localized"	"ENSG00000270174.1"	NA	NA	NA
"50869"	"nucleus"	"ENSG00000270175.1"	NA	NA	NA
"50870"	"nucleus"	"ENSG00000270177.1"	NA	NA	NA
"50871"	"non-localized"	"ENSG00000270178.1"	NA	NA	NA
"50872"	"cytosol"	"ENSG00000270179.1"	NA	NA	NA
"50873"	"non-localized"	"ENSG00000270182.1"	NA	NA	NA
"50874"	"non-localized"	"ENSG00000270184.1"	NA	NA	NA
"50875"	"non-localized"	"ENSG00000270185.1"	41.18	"IG_D_gene"	""
"50876"	"non-localized"	"ENSG00000270187.1"	NA	NA	NA
"50877"	"non-localized"	"ENSG00000270188.1"	38.66	"protein_coding"	""
"50878"	"cytosol"	"ENSG00000270190.1"	NA	NA	NA
"50879"	"non-localized"	"ENSG00000270191.1"	NA	NA	NA
"50880"	"non-localized"	"ENSG00000270192.1"	NA	NA	NA
"50881"	"non-localized"	"ENSG00000270193.1"	NA	NA	NA
"50882"	"nucleus"	"ENSG00000270194.1"	NA	NA	NA
"50883"	"cytosol"	"ENSG00000270195.1"	NA	NA	NA
"50884"	"non-localized"	"ENSG00000270196.1"	NA	NA	NA
"50885"	"non-localized"	"ENSG00000270200.1"	NA	NA	NA
"50886"	"non-localized"	"ENSG00000270202.1"	NA	NA	NA
"50887"	"non-localized"	"ENSG00000270204.1"	NA	NA	NA
"50888"	"non-localized"	"ENSG00000270207.1"	NA	NA	NA
"50889"	"non-localized"	"ENSG00000270209.1"	NA	NA	NA
"50890"	"non-localized"	"ENSG00000270210.1"	NA	NA	NA
"50891"	"non-localized"	"ENSG00000270212.1"	NA	NA	NA
"50892"	"non-localized"	"ENSG00000270218.1"	NA	NA	NA
"50893"	"non-localized"	"ENSG00000270222.1"	NA	NA	NA
"50894"	"non-localized"	"ENSG00000270225.1"	NA	NA	NA
"50895"	"non-localized"	"ENSG00000270226.1"	NA	NA	NA
"50896"	"cytosol"	"ENSG00000270228.1"	NA	NA	NA
"50897"	"non-localized"	"ENSG00000270230.1"	NA	NA	NA
"50898"	"cytosol"	"ENSG00000270231.3"	NA	NA	NA
"50899"	"non-localized"	"ENSG00000270232.1"	NA	NA	NA
"50900"	"non-localized"	"ENSG00000270234.1"	NA	NA	NA
"50901"	"non-localized"	"ENSG00000270236.1"	NA	NA	NA
"50902"	"cytosol"	"ENSG00000270240.2"	NA	NA	NA
"50903"	"non-localized"	"ENSG00000270241.1"	NA	NA	NA
"50904"	"non-localized"	"ENSG00000270242.1"	NA	NA	NA
"50905"	"non-localized"	"ENSG00000270243.1"	NA	NA	NA
"50906"	"non-localized"	"ENSG00000270244.1"	NA	NA	NA
"50907"	"nucleus"	"ENSG00000270248.1"	NA	NA	NA
"50908"	"cytosol"	"ENSG00000270249.1"	NA	NA	NA
"50909"	"non-localized"	"ENSG00000270251.1"	NA	NA	NA
"50910"	"non-localized"	"ENSG00000270252.1"	NA	NA	NA
"50911"	"non-localized"	"ENSG00000270255.1"	NA	NA	NA
"50912"	"non-localized"	"ENSG00000270257.1"	NA	NA	NA
"50913"	"non-localized"	"ENSG00000270258.1"	NA	NA	NA
"50914"	"cytosol"	"ENSG00000270259.2"	NA	NA	NA
"50915"	"non-localized"	"ENSG00000270264.1"	NA	NA	NA
"50916"	"cytosol"	"ENSG00000270265.1"	NA	NA	NA
"50917"	"non-localized"	"ENSG00000270268.1"	NA	NA	NA
"50918"	"non-localized"	"ENSG00000270269.1"	NA	NA	NA
"50919"	"non-localized"	"ENSG00000270270.1"	NA	NA	NA
"50920"	"non-localized"	"ENSG00000270273.1"	NA	NA	NA
"50921"	"non-localized"	"ENSG00000270275.1"	NA	NA	NA
"50922"	"cytosol"	"ENSG00000270276.2"	46.92	"protein_coding"	""
"50923"	"cytosol"	"ENSG00000270277.1"	NA	NA	NA
"50924"	"non-localized"	"ENSG00000270279.1"	NA	NA	NA
"50925"	"non-localized"	"ENSG00000270280.1"	NA	NA	NA
"50926"	"cytosol"	"ENSG00000270281.1"	NA	NA	NA
"50927"	"non-localized"	"ENSG00000270282.1"	NA	NA	NA
"50928"	"non-localized"	"ENSG00000270285.1"	NA	NA	NA
"50929"	"non-localized"	"ENSG00000270287.1"	NA	NA	NA
"50930"	"non-localized"	"ENSG00000270289.1"	NA	NA	NA
"50931"	"non-localized"	"ENSG00000270292.1"	NA	NA	NA
"50932"	"non-localized"	"ENSG00000270293.1"	NA	NA	NA
"50933"	"non-localized"	"ENSG00000270294.1"	NA	NA	NA
"50934"	"non-localized"	"ENSG00000270296.1"	NA	NA	NA
"50935"	"non-localized"	"ENSG00000270299.1"	53.26	"protein_coding"	""
